param n := 96;
param deposito := 95;
param numero_clusters := 20;
param factor := 1;

set Np[1]:= 95  ;
set Np[2]:= 2 3 4 5 6 7 8  ;
set Np[3]:= 80  ;
set Np[4]:= 21 22 23 24 26 27 28  ;
set Np[5]:= 56 57 69 70  ;
set Np[6]:= 78 84 85 86 87 88 89 90 91  ;
set Np[7]:= 32 34 35 36 37 38  ;
set Np[8]:= 9 10 12 13 14 15 16  ;
set Np[9]:= 64 65 66 67 68  ;
set Np[10]:= 25 46 47 48 53  ;
set Np[11]:= 79  ;
set Np[12]:= 71 72 73 74 75 76 77  ;
set Np[13]:= 94 96  ;
set Np[14]:= 1 29 30 31  ;
set Np[15]:= 54 58 59 60 61 62 63  ;
set Np[16]:= 81 82 83  ;
set Np[17]:= 17 18 19 20  ;
set Np[18]:= 39 40 41 42 43 44 45 49 50 51 52 55  ;
set Np[19]:= 92 93  ;
set Np[20]:= 11 33  ;


param c:=
1	2	15.74
1	3	19.07
1	4	22.75
1	5	24.69
1	6	25.72
1	7	27.05
1	8	27.51
1	9	30.98
1	10	34.27
1	11	29.71
1	12	36.75
1	13	39.97
1	14	39.19
1	15	40.62
1	16	46.76
1	17	55.39
1	18	57.92
1	19	57.63
1	20	56.62
1	21	56.64
1	22	60.64
1	23	55.64
1	24	53.46
1	25	48.53
1	26	61.84
1	27	62.06
1	28	66.48
1	29	8.5
1	30	6.05
1	31	7.04
1	32	8.52
1	33	20.39
1	34	15.46
1	35	14.78
1	36	11.18
1	37	11.93
1	38	15.33
1	39	21.44
1	40	23.42
1	41	24.95
1	42	25.87
1	43	26.98
1	44	22.12
1	45	25.41
1	46	31.71
1	47	36.54
1	48	38.42
1	49	27.81
1	50	31.68
1	51	33.03
1	52	33.66
1	53	36.33
1	54	42.92
1	55	35.59
1	56	42.79
1	57	42.81
1	58	43.94
1	59	49.79
1	60	50.48
1	61	55.46
1	62	55.73
1	63	57.39
1	64	61.83
1	65	69.65
1	66	65.4
1	67	65.75
1	68	65.92
1	69	43.12
1	70	47.25
1	71	56.86
1	72	58.11
1	73	59.48
1	74	62.21
1	75	63.09
1	76	65.58
1	77	67.1
1	78	68.62
1	79	35.03
1	80	52.86
1	81	52.86
1	82	54.69
1	83	56.13
1	84	62.52
1	85	65.14
1	86	65.49
1	87	65.92
1	88	69.62
1	89	69.63
1	90	68.48
1	91	63.55
1	92	76.66
1	93	77.99
1	94	77.24
1	95	87.74
1	96	80.83
2	1	15.74
2	3	4.51
2	4	7.96
2	5	9.52
2	6	10.57
2	7	12.24
2	8	12.28
2	9	16.54
2	10	20.11
2	11	21.26
2	12	23.1
2	13	26.71
2	14	26.48
2	15	28.7
2	16	35.51
2	17	44.88
2	18	47.52
2	19	47.59
2	20	46.43
2	21	47.94
2	22	53.1
2	23	49.23
2	24	47.77
2	25	43.03
2	26	55.29
2	27	57.02
2	28	60.67
2	29	10.01
2	30	13.81
2	31	14.82
2	32	16.55
2	33	16.86
2	34	17.26
2	35	18.83
2	36	18.84
2	37	19.87
2	38	22.39
2	39	25.47
2	40	25.72
2	41	27.29
2	42	27.41
2	43	28.0
2	44	21.09
2	45	22.74
2	46	28.5
2	47	32.82
2	48	34.23
2	49	28.57
2	50	31.33
2	51	35.3
2	52	34.17
2	53	36.15
2	54	41.19
2	55	37.08
2	56	44.3
2	57	44.33
2	58	43.6
2	59	50.34
2	60	48.99
2	61	54.37
2	62	54.11
2	63	55.06
2	64	59.42
2	65	65.81
2	66	63.37
2	67	64.19
2	68	64.45
2	69	46.27
2	70	50.83
2	71	58.01
2	72	59.37
2	73	61.32
2	74	64.96
2	75	64.94
2	76	66.47
2	77	68.83
2	78	71.71
2	79	44.72
2	80	65.28
2	81	58.64
2	82	59.86
2	83	62.32
2	84	66.49
2	85	68.86
2	86	69.34
2	87	70.54
2	88	73.6
2	89	74.56
2	90	73.83
2	91	70.11
2	92	77.89
2	93	78.01
2	94	75.94
2	95	87.07
2	96	77.61
3	1	19.07
3	2	4.51
3	4	8.6
3	5	9.25
3	6	10.16
3	7	12.09
3	8	11.52
3	9	16.4
3	10	19.99
3	11	23.95
3	12	23.23
3	13	26.96
3	14	27.08
3	15	29.65
3	16	36.58
3	17	46.1
3	18	48.74
3	19	48.95
3	20	47.75
3	21	49.77
3	22	55.23
3	23	51.74
3	24	50.49
3	25	45.87
3	26	57.69
3	27	59.8
3	28	63.23
3	29	14.35
3	30	17.99
3	31	19.1
3	32	20.9
3	33	20.89
3	34	21.74
3	35	23.34
3	36	23.28
3	37	24.32
3	38	26.89
3	39	29.93
3	40	30.09
3	41	31.64
3	42	31.68
3	43	32.22
3	44	25.27
3	45	26.65
3	46	32.13
3	47	36.25
3	48	37.54
3	49	32.76
3	50	35.34
3	51	39.54
3	52	38.24
3	53	40.11
3	54	44.84
3	55	41.23
3	56	48.38
3	57	48.4
3	58	47.43
3	59	54.25
3	60	52.58
3	61	57.98
3	62	57.64
3	63	58.45
3	64	62.75
3	65	68.81
3	66	66.75
3	67	67.66
3	68	67.92
3	69	50.5
3	70	55.08
3	71	61.94
3	72	63.31
3	73	65.33
3	74	69.06
3	75	68.93
3	76	70.33
3	77	72.78
3	78	75.83
3	79	49.22
3	80	69.66
3	81	63.04
3	82	64.21
3	83	66.74
3	84	70.72
3	85	73.06
3	86	73.55
3	87	74.82
3	88	77.81
3	89	78.86
3	90	78.16
3	91	74.53
3	92	81.75
3	93	81.67
3	94	79.38
3	95	90.59
3	96	80.67
4	1	22.75
4	2	7.96
4	3	8.6
4	5	2.11
4	6	3.03
4	7	4.35
4	8	4.83
4	9	8.59
4	10	12.15
4	11	15.96
4	12	15.16
4	13	18.81
4	14	18.71
4	15	21.14
4	16	28.05
4	17	37.54
4	18	40.18
4	19	40.37
4	20	39.17
4	21	41.19
4	22	46.71
4	23	43.39
4	24	42.28
4	25	37.77
4	26	49.26
4	27	51.61
4	28	54.87
4	29	15.32
4	30	19.34
4	31	19.95
4	32	21.19
4	33	15.73
4	34	18.99
4	35	21.18
4	36	22.73
4	37	23.65
4	38	25.32
4	39	26.49
4	40	25.84
4	41	27.21
4	42	26.9
4	43	27.15
4	44	20.29
4	45	20.69
4	46	25.32
4	47	28.98
4	48	30.05
4	49	27.51
4	50	29.39
4	51	34.36
4	52	32.42
4	53	33.9
4	54	37.84
4	55	35.62
4	56	42.43
4	57	42.45
4	58	40.82
4	59	47.73
4	60	45.42
4	61	50.82
4	62	50.33
4	63	50.92
4	64	55.13
4	65	60.77
4	66	59.17
4	67	60.2
4	68	60.48
4	69	45.12
4	70	49.71
4	71	55.45
4	72	56.83
4	73	59.01
4	74	63.02
4	75	62.55
4	76	63.59
4	77	66.3
4	78	69.8
4	79	47.02
4	80	68.66
4	81	58.4
4	82	59.28
4	83	62.21
4	84	65.14
4	85	67.33
4	86	67.87
4	87	69.43
4	88	72.11
4	89	73.54
4	90	73.04
4	91	70.02
4	92	74.98
4	93	74.51
4	94	71.86
4	95	83.15
4	96	72.68
5	1	24.69
5	2	9.52
5	3	9.25
5	4	2.11
5	6	1.05
5	7	2.86
5	8	2.82
5	9	7.21
5	10	10.83
5	11	16.65
5	12	14.01
5	13	17.73
5	14	17.84
5	15	20.48
5	16	27.42
5	17	36.96
5	18	39.59
5	19	39.86
5	20	38.65
5	21	40.96
5	22	46.65
5	23	43.58
5	24	42.61
5	25	38.22
5	26	49.35
5	27	51.93
5	28	55.04
5	29	17.39
5	30	21.42
5	31	22.05
5	32	23.3
5	33	17.48
5	34	21.01
5	35	23.23
5	36	24.84
5	37	25.75
5	38	27.39
5	39	28.4
5	40	27.64
5	41	28.97
5	42	28.6
5	43	28.79
5	44	22.01
5	45	22.18
5	46	26.5
5	47	29.95
5	48	30.91
5	49	29.11
5	50	30.81
5	51	35.94
5	52	33.86
5	53	35.22
5	54	38.88
5	55	37.09
5	56	43.79
5	57	43.81
5	58	41.99
5	59	48.91
5	60	46.36
5	61	51.75
5	62	51.19
5	63	51.68
5	64	55.82
5	65	61.21
5	66	59.88
5	67	60.98
5	68	61.27
5	69	46.61
5	70	51.2
5	71	56.62
5	72	58.0
5	73	60.23
5	74	64.31
5	75	63.74
5	76	64.66
5	77	67.45
5	78	71.09
5	79	49.0
5	80	70.71
5	81	60.02
5	82	60.84
5	83	63.85
5	84	66.54
5	85	68.69
5	86	69.24
5	87	70.88
5	88	73.48
5	89	75.0
5	90	74.55
5	91	71.66
5	92	76.02
5	93	75.4
5	94	72.59
5	95	83.91
5	96	73.13
6	1	25.72
6	2	10.57
6	3	10.16
6	4	3.03
6	5	1.05
6	7	1.94
6	8	1.8
6	9	6.24
6	10	9.85
6	11	16.46
6	12	13.07
6	13	16.8
6	14	16.98
6	15	19.68
6	16	26.62
6	17	36.17
6	18	38.8
6	19	39.09
6	20	37.87
6	21	40.29
6	22	46.04
6	23	43.08
6	24	42.19
6	25	37.84
6	26	48.81
6	27	51.5
6	28	54.53
6	29	18.35
6	30	22.37
6	31	22.97
6	32	24.18
6	33	17.91
6	34	21.68
6	35	23.94
6	36	25.66
6	37	26.56
6	38	28.12
6	39	28.94
6	40	28.09
6	41	29.39
6	42	28.97
6	43	29.12
6	44	22.41
6	45	22.42
6	46	26.54
6	47	29.85
6	48	30.75
6	49	29.41
6	50	30.98
6	51	36.21
6	52	34.04
6	53	35.32
6	54	38.81
6	55	37.29
6	56	43.91
6	57	43.93
6	58	41.99
6	59	48.91
6	60	46.23
6	61	51.62
6	62	51.02
6	63	51.45
6	64	55.56
6	65	60.82
6	66	59.63
6	67	60.75
6	68	61.05
6	69	46.82
6	70	51.4
6	71	56.61
6	72	57.99
6	73	60.25
6	74	64.37
6	75	63.75
6	76	64.59
6	77	67.43
6	78	71.15
6	79	49.6
6	80	71.41
6	81	60.32
6	82	61.09
6	83	64.15
6	84	66.68
6	85	68.81
6	86	69.36
6	87	71.05
6	88	73.59
6	89	75.18
6	90	74.75
6	91	71.95
6	92	75.94
6	93	75.23
6	94	72.34
6	95	83.67
6	96	72.74
7	1	27.05
7	2	12.24
7	3	12.09
7	4	4.35
7	5	2.86
7	6	1.94
7	8	1.68
7	9	4.36
7	10	7.98
7	11	15.15
7	12	11.15
7	13	14.88
7	14	15.04
7	15	17.74
7	16	24.69
7	17	34.24
7	18	36.86
7	19	37.17
7	20	35.95
7	21	38.42
7	22	44.22
7	23	41.35
7	24	40.53
7	25	36.25
7	26	47.04
7	27	49.82
7	28	52.79
7	29	19.41
7	30	23.39
7	31	23.9
7	32	24.99
7	33	17.66
7	34	21.93
7	35	24.26
7	36	26.28
7	37	27.14
7	38	28.49
7	39	28.87
7	40	27.83
7	41	29.06
7	42	28.54
7	43	28.61
7	44	22.07
7	45	21.78
7	46	25.53
7	47	28.64
7	48	29.45
7	49	28.86
7	50	30.2
7	51	35.6
7	52	33.26
7	53	34.41
7	54	37.62
7	55	36.54
7	56	43.01
7	57	43.03
7	58	40.91
7	59	47.82
7	60	44.95
7	61	50.31
7	62	49.67
7	63	50.02
7	64	54.1
7	65	59.19
7	66	58.17
7	67	59.33
7	68	59.63
7	69	46.07
7	70	50.63
7	71	55.5
7	72	56.88
7	73	59.18
7	74	63.37
7	75	62.65
7	76	63.39
7	77	66.29
7	78	70.13
7	79	49.63
7	80	71.62
7	81	59.7
7	82	60.4
7	83	63.55
7	84	65.8
7	85	67.88
7	86	68.45
7	87	70.21
7	88	72.66
7	89	74.35
7	90	73.97
7	91	71.34
7	92	74.7
7	93	73.88
7	94	70.88
7	95	82.22
7	96	71.12
8	1	27.51
8	2	12.28
8	3	11.52
8	4	4.83
8	5	2.82
8	6	1.8
8	7	1.68
8	9	5.02
8	10	8.54
8	11	16.81
8	12	11.84
8	13	15.59
8	14	15.94
8	15	18.79
8	16	25.72
8	17	35.26
8	18	37.88
8	19	38.24
8	20	37.0
8	21	39.66
8	22	45.54
8	23	42.79
8	24	42.03
8	25	37.79
8	26	48.43
8	27	51.31
8	28	54.2
8	29	20.15
8	30	24.16
8	31	24.75
8	32	25.93
