param n := 200;
param deposito := 51;
param numero_clusters := 40;
param factor := 1;

set Np[1]:= 44 102 130 148 200  ;
set Np[2]:= 28 91 97 129  ;
set Np[3]:= 47 81 141 179  ;
set Np[4]:= 4 6 83 182  ;
set Np[5]:= 67 197  ;
set Np[6]:= 27 71 176  ;
set Np[7]:= 31 48 63 195  ;
set Np[8]:= 55 104 144 153 160 193  ;
set Np[9]:= 20 30 38 49 68 80 86 108 134 138 152 166 181  ;
set Np[10]:= 52 54 58 84 116 163 196  ;
set Np[11]:= 73 85 122  ;
set Np[12]:= 16 77 103 105 140 183  ;
set Np[13]:= 15 112 128  ;
set Np[14]:= 1 95 98 174  ;
set Np[15]:= 26 56 69 100 101 150  ;
set Np[16]:= 66 114 131 133 145 168 178 199  ;
set Np[17]:= 37 72 115 169 184  ;
set Np[18]:= 18 19 24 92 96 119 135 137 151 162  ;
set Np[19]:= 14 33 42 64 120 125  ;
set Np[20]:= 139 173  ;
set Np[21]:= 43 50 89 106 118 159 185  ;
set Np[22]:= 8 29 32 59 76 99 136 167 175  ;
set Np[23]:= 17 36 41 45 192  ;
set Np[24]:= 111 189 190  ;
set Np[25]:= 9 25 46 146  ;
set Np[26]:= 35 61 157 172  ;
set Np[27]:= 12 107 161  ;
set Np[28]:= 51  ;
set Np[29]:= 60 74 87 165 186  ;
set Np[30]:= 2 13 78 109 110 126 155 187  ;
set Np[31]:= 10 123 142  ;
set Np[32]:= 22 23 88 171  ;
set Np[33]:= 65 75 79 113 124 127 188  ;
set Np[34]:= 7 34 57 94 180  ;
set Np[35]:= 3 11 93 158  ;
set Np[36]:= 5 40 62 117 132 194  ;
set Np[37]:= 39 53 70 149 170 198  ;
set Np[38]:= 143 154 164 177 191  ;
set Np[39]:= 82 121 147 156  ;
set Np[40]:= 21 90  ;


param c:=
1	2	2606.93
1	3	548.51
1	4	2009.49
1	5	1367.89
1	6	2233.32
1	7	1130.63
1	8	580.68
1	9	515.2
1	10	582.07
1	11	721.5
1	12	262.86
1	13	2790.41
1	14	2301.46
1	15	2489.77
1	16	2438.9
1	17	2948.69
1	18	2589.15
1	19	3007.58
1	20	783.17
1	21	258.09
1	22	1980.49
1	23	1987.9
1	24	2459.22
1	25	526.54
1	26	1184.12
1	27	661.79
1	28	814.32
1	29	492.32
1	30	881.46
1	31	3069.99
1	32	439.72
1	33	2432.88
1	34	838.3
1	35	843.98
1	36	2910.25
1	37	1129.45
1	38	698.55
1	39	1123.95
1	40	1099.94
1	41	3098.67
1	42	2516.9
1	43	1673.26
1	44	3350.02
1	45	2850.51
1	46	477.25
1	47	1487.58
1	48	2963.02
1	49	655.4
1	50	1988.57
1	51	3164.46
1	52	1417.39
1	53	1002.9
1	54	1437.23
1	55	2039.98
1	56	1298.84
1	57	1008.48
1	58	1176.55
1	59	592.08
1	60	1414.33
1	61	809.65
1	62	1258.22
1	63	2953.18
1	64	2358.79
1	65	1227.26
1	66	1534.85
1	67	1426.98
1	68	651.92
1	69	1034.23
1	70	1191.65
1	71	438.55
1	72	1044.84
1	73	838.6
1	74	1359.07
1	75	939.99
1	76	674.08
1	77	2349.46
1	78	2795.83
1	79	1315.72
1	80	821.65
1	81	1472.16
1	82	2579.43
1	83	2065.31
1	84	1155.77
1	85	772.91
1	86	629.5
1	87	1627.73
1	88	1867.11
1	89	1718.82
1	90	149.5
1	91	792.12
1	92	3020.11
1	93	765.21
1	94	965.55
1	95	95.96
1	96	2882.76
1	97	737.11
1	98	229.48
1	99	617.82
1	100	1248.57
1	101	1146.21
1	102	3161.66
1	103	2228.7
1	104	2050.48
1	105	2469.66
1	106	2168.22
1	107	432.14
